Record_ID,Country,ISO_Code,Join_Year,Years_In_NATO,Founding_Member,Nuclear_Sharing,Region,Capital,Area_km2,Government_Type,Alliance_Role,Year,Population_M,GDP_Billion_USD,GDP_Per_Capita_USD,Inflation_Rate_Pct,Unemployment_Rate_Pct,Defense_Budget_Billion_USD,Defense_GDP_Percent,Meets_2_Percent_Target,Active_Military_Personnel,Reserve_Personnel,Total_Military_Personnel,NATO_Contribution_Rank,Interoperability_Score,Training_Exercises_Per_Year
823,Luxembourg,LUX,1949,53,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Contributing Nation,2002,0.76,182.69,240381.58,8.81,15.76,7.51,4.11,Yes,1224687,56306,1280993,14,91.9,16
824,Luxembourg,LUX,1949,54,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,2003,0.76,188.65,248223.68,5.63,16.6,2.96,1.57,No,830846,82100,912946,10,95.2,7
825,Luxembourg,LUX,1949,55,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Framework Nation,2004,0.77,195.35,253701.3,7.05,20.87,4.73,2.42,Yes,370830,99516,470346,2,72.1,13
826,Luxembourg,LUX,1949,56,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Full Member,2005,0.76,206.3,271447.37,5.4,11.1,6.54,3.17,Yes,302488,38274,340762,9,88.3,2
827,Luxembourg,LUX,1949,57,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Host Nation,2006,0.76,202.46,266394.74,10.05,20.69,4.35,2.15,Yes,29920,400765,430685,6,70.4,42
828,Luxembourg,LUX,1949,58,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Host Nation,2007,0.77,204.45,265519.48,8.97,8.77,7.18,3.51,Yes,224508,284858,509366,9,78.7,38
829,Luxembourg,LUX,1949,59,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Contributing Nation,2008,0.77,214.88,279064.94,3.3,12.87,7.71,3.59,Yes,1005843,81509,1087352,8,60.8,4
830,Luxembourg,LUX,1949,60,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Lead Nation,2009,0.78,194.31,249115.38,0.51,6.49,3.65,1.88,No,872415,74862,947277,25,65.7,43
831,Luxembourg,LUX,1949,61,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Framework Nation,2010,0.79,201.61,255202.53,2.45,4.2,7.94,3.94,Yes,237238,258355,495593,23,63.0,23
832,Luxembourg,LUX,1949,62,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Contributing Nation,2011,0.79,198.65,251455.7,2.24,10.57,7.85,3.95,Yes,92404,317435,409839,12,86.5,11
833,Luxembourg,LUX,1949,63,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,2012,0.79,223.59,283025.32,10.57,7.42,7.09,3.17,Yes,603394,183154,786548,17,91.6,6
834,Luxembourg,LUX,1949,64,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Full Member,2013,0.8,222.63,278287.5,4.18,9.81,8.33,3.74,Yes,1376925,77354,1454279,8,82.5,19
835,Luxembourg,LUX,1949,65,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Contributing Nation,2014,0.79,205.29,259860.76,4.17,10.48,4.04,1.97,No,808940,185368,994308,22,65.4,43
836,Luxembourg,LUX,1949,66,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Lead Nation,2015,0.8,230.97,288712.5,6.16,12.72,4.99,2.16,Yes,1131334,280349,1411683,6,82.7,28
837,Luxembourg,LUX,1949,67,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Full Member,2016,0.81,220.98,272814.81,1.5,9.23,7.65,3.46,Yes,461476,369123,830599,24,81.8,10
838,Luxembourg,LUX,1949,68,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Lead Nation,2017,0.8,235.3,294125.0,5.79,18.71,2.59,1.1,No,293736,155006,448742,16,68.2,16
839,Luxembourg,LUX,1949,69,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,2018,0.81,210.32,259654.32,8.93,15.92,2.84,1.35,No,301553,198398,499951,4,87.4,44
840,Luxembourg,LUX,1949,70,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Full Member,2019,0.81,228.91,282604.94,2.19,4.83,5.65,2.47,Yes,333213,16326,349539,1,82.2,28
841,Luxembourg,LUX,1949,71,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Lead Nation,2020,0.82,217.18,264853.66,11.41,11.4,3.26,1.5,No,1107642,366748,1474390,1,71.2,11
842,Luxembourg,LUX,1949,72,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Lead Nation,2021,0.82,216.24,263707.32,2.34,9.93,6.53,3.02,Yes,365524,264371,629895,17,95.8,34
843,Luxembourg,LUX,1949,73,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Host Nation,2022,0.83,226.18,272506.02,6.5,21.56,3.73,1.65,No,571563,48701,620264,26,84.1,16
844,Luxembourg,LUX,1949,74,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,2023,0.83,231.02,278337.35,1.39,15.85,8.34,3.61,Yes,1270451,441800,1712251,26,92.3,12
845,Luxembourg,LUX,1949,75,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Full Member,2024,0.82,221.86,270560.98,1.7,9.25,4.73,2.13,Yes,567562,57333,624895,16,71.0,36
846,Montenegro,MNE,2017,0,No,No,Southern Europe,Podgorica,13812,Parliamentary Republic,Host Nation,2017,0.59,5.57,9440.68,6.84,14.77,0.09,1.6,No,649771,98931,748702,18,63.3,38
847,Montenegro,MNE,2017,1,No,No,Southern Europe,Podgorica,13812,Parliamentary Republic,Framework Nation,2018,0.61,6.1,10000.0,4.12,20.87,0.17,2.76,Yes,97299,25691,122990,19,97.4,34
848,Montenegro,MNE,2017,2,No,No,Southern Europe,Podgorica,13812,Parliamentary Monarchy,Full Member,2019,0.61,5.93,9721.31,8.26,8.63,0.2,3.38,Yes,273116,368894,642010,10,60.9,26
849,Montenegro,MNE,2017,3,No,No,Southern Europe,Podgorica,13812,Parliamentary Republic,Host Nation,2020,0.6,6.32,10533.33,8.35,3.58,0.24,3.77,Yes,339609,79949,419558,14,91.5,43
850,Montenegro,MNE,2017,4,No,No,Southern Europe,Podgorica,13812,Parliamentary Monarchy,Framework Nation,2021,0.62,6.16,9935.48,11.91,14.17,0.2,3.27,Yes,1053473,271190,1324663,29,90.6,23
851,Montenegro,MNE,2017,5,No,No,Southern Europe,Podgorica,13812,Presidential Republic,Host Nation,2022,0.62,6.44,10387.1,8.7,15.66,0.19,2.96,Yes,85413,467472,552885,5,97.4,38
852,Montenegro,MNE,2017,6,No,No,Southern Europe,Podgorica,13812,Parliamentary Republic,Lead Nation,2023,0.62,6.91,11145.16,10.51,12.94,0.18,2.54,Yes,300601,402270,702871,7,77.7,12
853,Montenegro,MNE,2017,7,No,No,Southern Europe,Podgorica,13812,Federal Republic,Framework Nation,2024,0.62,7.35,11854.84,1.53,5.58,0.11,1.43,No,763454,185766,949220,31,98.2,30
854,Netherlands,NLD,1949,0,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,1949,17.57,1033.91,58845.19,0.96,19.18,14.06,1.36,No,1194220,256488,1450708,9,77.2,34
855,Netherlands,NLD,1949,1,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Contributing Nation,1950,17.74,1088.02,61331.45,5.68,19.55,43.96,4.04,Yes,868031,265759,1133790,4,88.9,17
856,Netherlands,NLD,1949,2,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Host Nation,1951,17.75,1092.96,61575.21,4.82,13.4,30.06,2.75,Yes,222325,152889,375214,25,94.1,44
857,Netherlands,NLD,1949,3,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,1952,18.02,1026.6,56970.03,1.49,16.64,25.05,2.44,Yes,976367,57709,1034076,13,75.7,6
858,Netherlands,NLD,1949,4,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Lead Nation,1953,18.05,1085.37,60131.3,3.7,2.77,45.48,4.19,Yes,1000204,60439,1060643,10,85.0,22
859,Netherlands,NLD,1949,5,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,1954,18.24,1150.05,63050.99,9.8,17.79,47.84,4.16,Yes,132362,491474,623836,4,68.2,3
860,Netherlands,NLD,1949,6,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Full Member,1955,18.15,1238.28,68224.79,1.46,3.39,39.13,3.16,Yes,1334632,92830,1427462,20,94.1,30
861,Netherlands,NLD,1949,7,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Framework Nation,1956,18.38,1251.65,68098.48,10.05,3.85,32.92,2.63,Yes,545600,97010,642610,20,66.4,24
862,Netherlands,NLD,1949,8,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Lead Nation,1957,18.42,1290.3,70048.86,5.52,20.25,32.13,2.49,Yes,338489,365766,704255,1,81.9,40
863,Netherlands,NLD,1949,9,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Full Member,1958,18.53,1188.09,64117.11,8.14,18.47,38.97,3.28,Yes,304784,170229,475013,10,95.0,11
864,Netherlands,NLD,1949,10,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,1959,18.69,1265.65,67718.03,6.49,2.07,24.55,1.94,No,853754,138284,992038,29,84.9,39
865,Netherlands,NLD,1949,11,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,1960,18.85,1218.3,64631.3,6.78,5.32,19.74,1.62,No,882673,365638,1248311,23,68.2,14
866,Netherlands,NLD,1949,12,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Lead Nation,1961,18.58,1403.32,75528.53,3.97,8.14,39.29,2.8,Yes,764432,8988,773420,30,76.1,24
867,Netherlands,NLD,1949,13,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Host Nation,1962,18.86,1313.93,69667.55,11.15,11.18,35.34,2.69,Yes,705779,59943,765722,11,81.2,26
868,Netherlands,NLD,1949,14,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Full Member,1963,19.01,1325.87,69745.92,8.57,20.76,40.84,3.08,Yes,1331319,149003,1480322,7,63.5,3
869,Netherlands,NLD,1949,15,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Contributing Nation,1964,19.03,1414.99,74355.75,6.76,14.67,31.98,2.26,Yes,1309757,486634,1796391,3,86.0,28
870,Netherlands,NLD,1949,16,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Lead Nation,1965,19.14,1360.46,71079.41,10.35,21.01,47.07,3.46,Yes,241626,103029,344655,27,95.4,43
871,Netherlands,NLD,1949,17,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Framework Nation,1966,19.02,1484.13,78029.97,3.08,7.67,49.72,3.35,Yes,787184,410596,1197780,27,86.3,2
872,Netherlands,NLD,1949,18,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Framework Nation,1967,19.11,1550.53,81137.1,4.81,18.33,35.2,2.27,Yes,323151,414954,738105,22,66.6,38
873,Netherlands,NLD,1949,19,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Lead Nation,1968,19.57,1596.64,81586.1,7.91,18.57,27.14,1.7,No,405538,323601,729139,9,96.6,26
874,Netherlands,NLD,1949,20,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Contributing Nation,1969,19.63,1620.41,82547.63,5.53,3.99,23.82,1.47,No,1086308,83570,1169878,8,84.6,27
875,Netherlands,NLD,1949,21,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Full Member,1970,19.46,1618.37,83163.93,11.41,6.08,48.07,2.97,Yes,1161026,83889,1244915,28,60.4,39
876,Netherlands,NLD,1949,22,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Lead Nation,1971,19.66,1493.29,75955.75,4.9,16.85,43.9,2.94,Yes,166697,300284,466981,23,67.3,43
877,Netherlands,NLD,1949,23,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Full Member,1972,19.75,1683.69,85250.13,9.47,17.72,31.65,1.88,No,515835,381296,897131,18,63.2,11
878,Netherlands,NLD,1949,24,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Host Nation,1973,19.86,1649.07,83034.74,5.78,13.92,49.64,3.01,Yes,218385,58660,277045,19,70.2,13
879,Netherlands,NLD,1949,25,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Full Member,1974,19.86,1551.66,78129.91,1.66,17.91,39.26,2.53,Yes,437649,205391,643040,32,97.4,6
880,Netherlands,NLD,1949,26,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Full Member,1975,20.16,1603.03,79515.38,5.69,5.22,36.71,2.29,Yes,1330154,476712,1806866,12,85.7,42
881,Netherlands,NLD,1949,27,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Host Nation,1976,20.28,1721.43,84883.14,11.94,14.0,17.21,1.0,No,728758,254208,982966,17,96.1,14
882,Netherlands,NLD,1949,28,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Full Member,1977,20.19,1746.99,86527.49,10.47,4.3,46.64,2.67,Yes,320992,113906,434898,21,65.4,7
883,Netherlands,NLD,1949,29,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Framework Nation,1978,20.17,1802.43,89361.92,11.46,8.97,72.1,4.0,Yes,1011435,104957,1116392,30,89.1,33
884,Netherlands,NLD,1949,30,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Lead Nation,1979,20.53,1756.19,85542.62,2.78,18.92,70.6,4.02,Yes,525983,91180,617163,7,82.8,39
885,Netherlands,NLD,1949,31,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Framework Nation,1980,20.63,1749.95,84825.5,10.65,10.47,61.6,3.52,Yes,1024557,227763,1252320,7,83.7,29
886,Netherlands,NLD,1949,32,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Framework Nation,1981,20.7,1746.06,84350.72,2.42,2.68,35.97,2.06,Yes,136276,236116,372392,27,71.4,43
887,Netherlands,NLD,1949,33,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Framework Nation,1982,20.58,1964.52,95457.73,9.8,10.59,52.06,2.65,Yes,241938,94821,336759,16,62.8,44
888,Netherlands,NLD,1949,34,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Lead Nation,1983,20.63,1839.65,89173.53,8.42,16.34,25.39,1.38,No,21701,167532,189233,21,95.1,37
889,Netherlands,NLD,1949,35,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Contributing Nation,1984,20.68,1783.33,86234.53,6.95,16.33,32.81,1.84,No,457553,54459,512012,27,86.6,29
890,Netherlands,NLD,1949,36,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Full Member,1985,20.76,1874.86,90311.18,1.04,7.49,36.75,1.96,No,1037355,261936,1299291,29,66.7,22
891,Netherlands,NLD,1949,37,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Lead Nation,1986,20.77,1974.14,95047.66,9.51,13.52,33.17,1.68,No,38905,337966,376871,19,65.1,27
892,Netherlands,NLD,1949,38,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Framework Nation,1987,21.07,1846.58,87640.25,0.69,11.4,49.12,2.66,Yes,709057,338548,1047605,18,72.4,24
893,Netherlands,NLD,1949,39,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,1988,21.07,1971.98,93591.84,5.02,15.93,54.03,2.74,Yes,1285629,25179,1310808,8,92.9,41
894,Netherlands,NLD,1949,40,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,1989,21.38,1912.57,89456.03,11.93,19.23,31.37,1.64,No,292447,55621,348068,11,63.4,25
895,Netherlands,NLD,1949,41,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Framework Nation,1990,21.12,2141.27,101385.89,10.66,2.86,57.17,2.67,Yes,111581,136651,248232,5,70.3,41
896,Netherlands,NLD,1949,42,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Contributing Nation,1991,21.5,2160.58,100492.09,5.8,4.53,46.45,2.15,Yes,290410,306397,596807,27,84.8,44
897,Netherlands,NLD,1949,43,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,1992,21.54,1990.06,92389.04,11.73,8.44,52.54,2.64,Yes,1388281,257455,1645736,6,70.3,20
898,Netherlands,NLD,1949,44,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Full Member,1993,21.74,2189.39,100707.91,7.94,19.12,45.1,2.06,Yes,509799,346257,856056,32,62.4,2
899,Netherlands,NLD,1949,45,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Contributing Nation,1994,21.63,2203.14,101855.76,4.42,18.28,53.76,2.44,Yes,1024166,55306,1079472,21,89.7,21
900,Netherlands,NLD,1949,46,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,1995,21.92,2240.64,102218.98,2.0,20.33,68.56,3.06,Yes,223086,479764,702850,13,90.4,14
901,Netherlands,NLD,1949,47,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Full Member,1996,21.94,2069.4,94320.88,1.67,11.22,47.6,2.3,Yes,1212064,340439,1552503,16,60.6,31
902,Netherlands,NLD,1949,48,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Framework Nation,1997,22.02,2130.11,96735.24,3.55,20.54,21.09,0.99,No,950756,185026,1135782,28,68.3,27
903,Netherlands,NLD,1949,49,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,1998,21.84,2253.73,103192.77,1.62,14.97,58.15,2.58,Yes,573160,194371,767531,19,67.4,13
904,Netherlands,NLD,1949,50,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Host Nation,1999,22.12,2308.35,104355.79,8.33,14.93,61.17,2.65,Yes,910752,57744,968496,8,62.1,4
905,Netherlands,NLD,1949,51,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,2000,22.23,2327.93,104720.2,10.65,15.99,39.34,1.69,No,579180,119232,698412,26,64.0,19
906,Netherlands,NLD,1949,52,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Full Member,2001,22.17,2327.41,104980.15,8.62,7.76,33.98,1.46,No,1337174,151491,1488665,12,79.6,41
907,Netherlands,NLD,1949,53,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Framework Nation,2002,22.57,2346.63,103971.2,4.12,3.39,44.82,1.91,No,501921,89750,591671,30,65.5,2
908,Netherlands,NLD,1949,54,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Contributing Nation,2003,22.26,2434.92,109385.44,1.39,15.58,56.25,2.31,Yes,554796,462532,1017328,23,97.8,39
909,Netherlands,NLD,1949,55,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Host Nation,2004,22.56,2236.92,99154.26,0.7,15.6,84.56,3.78,Yes,96242,429853,526095,11,89.4,8
910,Netherlands,NLD,1949,56,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Framework Nation,2005,22.58,2294.14,101600.53,4.53,12.91,81.44,3.55,Yes,1030492,385754,1416246,24,77.9,24
911,Netherlands,NLD,1949,57,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Full Member,2006,22.75,2387.19,104931.43,10.45,18.87,47.74,2.0,Yes,1393876,449791,1843667,18,86.7,42
912,Netherlands,NLD,1949,58,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Lead Nation,2007,23.0,2314.41,100626.52,4.61,2.62,95.59,4.13,Yes,1384292,74756,1459048,24,68.0,7
913,Netherlands,NLD,1949,59,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Contributing Nation,2008,22.99,2398.76,104339.28,7.71,12.9,97.15,4.05,Yes,575960,460376,1036336,12,70.3,45
914,Netherlands,NLD,1949,60,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Contributing Nation,2009,23.05,2477.93,107502.39,2.69,13.59,49.31,1.99,No,580832,162674,743506,8,76.9,31
915,Netherlands,NLD,1949,61,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Host Nation,2010,23.03,2580.68,112057.32,6.24,15.71,90.84,3.52,Yes,232586,4869,237455,19,84.3,44
916,Netherlands,NLD,1949,62,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Full Member,2011,22.99,2460.16,107010.0,5.72,6.35,61.75,2.51,Yes,619586,8674,628260,4,79.0,2
917,Netherlands,NLD,1949,63,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Contributing Nation,2012,23.04,2582.01,112066.41,4.53,7.67,79.53,3.08,Yes,528794,72704,601498,10,97.2,19
918,Netherlands,NLD,1949,64,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Host Nation,2013,23.33,2501.04,107202.74,3.02,11.46,83.03,3.32,Yes,170777,152964,323741,25,76.5,8
919,Netherlands,NLD,1949,65,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Host Nation,2014,23.5,2804.33,119333.19,5.51,19.52,110.49,3.94,Yes,364940,296149,661089,13,69.8,28
920,Netherlands,NLD,1949,66,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,2015,23.35,2703.78,115793.58,7.73,12.92,51.1,1.89,No,1189882,486577,1676459,7,65.4,30
921,Netherlands,NLD,1949,67,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,2016,23.72,2782.32,117298.48,4.57,11.33,71.23,2.56,Yes,751355,246065,997420,2,95.6,3
922,Netherlands,NLD,1949,68,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Framework Nation,2017,23.84,2909.13,122027.27,3.98,6.85,66.62,2.29,Yes,1291685,475949,1767634,9,84.2,38
923,Netherlands,NLD,1949,69,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Monarchy,Lead Nation,2018,23.97,2905.28,121204.84,8.21,11.26,31.38,1.08,No,265606,211757,477363,4,63.3,19
924,Netherlands,NLD,1949,70,Yes,Yes,Western Europe,Amsterdam,41543,Constitutional Monarchy,Full Member,2019,23.82,2913.26,122303.11,3.84,11.63,88.56,3.04,Yes,205760,431433,637193,8,88.9,45
925,Netherlands,NLD,1949,71,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Host Nation,2020,24.08,2814.22,116869.6,6.96,21.35,92.02,3.27,Yes,1084184,76077,1160261,10,71.7,21
926,Netherlands,NLD,1949,72,Yes,Yes,Western Europe,Amsterdam,41543,Presidential Republic,Contributing Nation,2021,24.22,2922.27,120655.24,2.81,3.34,116.6,3.99,Yes,1309418,361092,1670510,8,80.3,17
927,Netherlands,NLD,1949,73,Yes,Yes,Western Europe,Amsterdam,41543,Federal Republic,Lead Nation,2022,24.32,2742.17,112753.7,1.14,4.44,67.46,2.46,Yes,932249,205346,1137595,12,92.0,36
928,Netherlands,NLD,1949,74,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Host Nation,2023,24.22,2789.05,115154.83,1.92,4.92,81.44,2.92,Yes,1381760,324068,1705828,10,91.9,44
929,Netherlands,NLD,1949,75,Yes,Yes,Western Europe,Amsterdam,41543,Parliamentary Republic,Contributing Nation,2024,24.43,2805.53,114839.54,6.03,7.79,72.66,2.59,Yes,421666,250144,671810,32,74.3,19
930,North Macedonia,MKD,2020,0,No,No,Southern Europe,Skopje,25713,Federal Republic,Full Member,2020,2.08,12.51,6014.42,5.39,2.56,0.4,3.2,Yes,875795,427004,1302799,25,60.4,21
931,North Macedonia,MKD,2020,1,No,No,Southern Europe,Skopje,25713,Presidential Republic,Lead Nation,2021,2.12,12.17,5740.57,10.94,9.09,0.37,3.05,Yes,933640,22851,956491,30,70.8,12
932,North Macedonia,MKD,2020,2,No,No,Southern Europe,Skopje,25713,Parliamentary Republic,Host Nation,2022,2.12,13.07,6165.09,8.62,9.81,0.49,3.72,Yes,733058,473696,1206754,10,73.7,38
933,North Macedonia,MKD,2020,3,No,No,Southern Europe,Skopje,25713,Federal Republic,Full Member,2023,2.14,13.35,6238.32,9.27,8.06,0.44,3.26,Yes,585221,412045,997266,31,74.7,32
934,North Macedonia,MKD,2020,4,No,No,Southern Europe,Skopje,25713,Constitutional Monarchy,Contributing Nation,2024,2.15,14.18,6595.35,8.08,7.18,0.21,1.5,No,1064714,407031,1471745,23,82.8,27
935,Norway,NOR,1949,0,Yes,No,Northern Europe,Oslo,385207,Federal Republic,Framework Nation,1949,5.43,544.14,100209.94,8.15,11.99,5.44,1.0,No,487419,51114,538533,15,98.3,17
936,Norway,NOR,1949,1,Yes,No,Northern Europe,Oslo,385207,Parliamentary Republic,Contributing Nation,1950,5.45,560.89,102915.6,11.69,20.45,21.37,3.81,Yes,806981,396764,1203745,17,64.5,6
937,Norway,NOR,1949,2,Yes,No,Northern Europe,Oslo,385207,Federal Republic,Lead Nation,1951,5.47,603.18,110270.57,2.5,4.15,12.91,2.14,Yes,63280,484706,547986,9,98.6,38
938,Norway,NOR,1949,3,Yes,No,Northern Europe,Oslo,385207,Parliamentary Monarchy,Host Nation,1952,5.48,627.56,114518.25,2.81,5.24,9.73,1.55,No,601472,118725,720197,6,82.7,42
939,Norway,NOR,1949,4,Yes,No,Northern Europe,Oslo,385207,Parliamentary Monarchy,Contributing Nation,1953,5.46,678.14,124201.47,0.56,17.49,8.27,1.22,No,296281,468841,765122,5,73.3,45
